Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Ukraine,UKR,39
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,United Arab Emirates,ARE,96
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,United Kingdom,GBR,..
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,United States,USA,..
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Upper middle income,UMC,96.2165392027747
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Uruguay,URY,98
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Uzbekistan,UZB,99
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Vanuatu,VUT,73
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,"Venezuela, RB",VEN,82
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Vietnam,VNM,97
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Virgin Islands (U.S.),VIR,..
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,West Bank and Gaza,WBG,..
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,World,WLD,87.8574999924121
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,"Yemen, Rep.",YEM,47
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Zambia,ZMB,99
"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,Zimbabwe,ZWE,90
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Afghanistan,AFG,78
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Albania,ALB,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Algeria,DZA,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,American Samoa,ASM,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Andorra,ADO,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Angola,AGO,64
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Antigua and Barbuda,ATG,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Arab World,ARB,83.4847847486015
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Argentina,ARG,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Armenia,ARM,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Aruba,ABW,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Australia,AUS,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Austria,AUT,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Azerbaijan,AZE,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Bahamas, The",BHS,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bahrain,BHR,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bangladesh,BGD,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Barbados,BRB,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Belarus,BLR,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Belgium,BEL,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Belize,BLZ,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Benin,BEN,79
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bermuda,BMU,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bhutan,BTN,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bolivia,BOL,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bosnia and Herzegovina,BIH,82
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Botswana,BWA,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Brazil,BRA,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,British Virgin Islands,VGB,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Brunei Darussalam,BRN,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Bulgaria,BGR,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Burkina Faso,BFA,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Burundi,BDI,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cabo Verde,CPV,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cambodia,KHM,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cameroon,CMR,84
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Canada,CAN,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Caribbean small states,CSS,93.295986344344
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cayman Islands,CYM,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Central African Republic,CAF,47
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Central Europe and the Baltics,CEB,95.5409923698317
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Chad,TCD,55
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Channel Islands,CHI,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Chile,CHL,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,China,CHN,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Colombia,COL,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Comoros,COM,80
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Congo, Dem. Rep.",ZAR,81
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Congo, Rep.",COG,80
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Costa Rica,CRI,92
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cote d'Ivoire,CIV,83
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Croatia,HRV,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cuba,CUB,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Curacao,CUW,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Cyprus,CYP,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Czech Republic,CZE,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Denmark,DNK,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Djibouti,DJI,84
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Dominica,DMA,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Dominican Republic,DOM,85
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Early-demographic dividend,EAR,84.8177489381862
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,East Asia & Pacific,EAS,91.6976811221609
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,East Asia & Pacific (excluding high income),EAP,91.4197589056562
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,East Asia & Pacific (IDA & IBRD countries),TEA,91.363101792489
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Ecuador,ECU,78
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Egypt, Arab Rep.",EGY,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,El Salvador,SLV,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Equatorial Guinea,GNQ,16
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Eritrea,ERI,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Estonia,EST,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Ethiopia,ETH,86
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Euro area,EMU,96.3867502232615
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Europe & Central Asia,ECS,93.3610191840669
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Europe & Central Asia (excluding high income),ECA,90.8220057262605
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Europe & Central Asia (IDA & IBRD countries),TEC,91.2616045382415
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,European Union,EUU,96.2033945416429
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Faroe Islands,FRO,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Fiji,FJI,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Finland,FIN,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Fragile and conflict affected situations,FCS,73.1071643350777
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,France,FRA,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,French Polynesia,PYF,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Gabon,GAB,80
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Gambia, The",GMB,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Georgia,GEO,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Germany,DEU,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Ghana,GHA,88
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Gibraltar,GIB,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Greece,GRC,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Greenland,GRL,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Grenada,GRD,92
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Guam,GUM,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Guatemala,GTM,74
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Guinea,GIN,51
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Guinea-Bissau,GNB,80
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Guyana,GUY,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Haiti,HTI,60
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Heavily indebted poor countries (HIPC),HPC,81.7353866758163
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,High income,HIC,95.8273537177932
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Honduras,HND,85
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Hong Kong SAR, China",HKG,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Hungary,HUN,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Iceland,ISL,92
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,India,IND,87
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Indonesia,IDN,81
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Iran, Islamic Rep.",IRN,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Iraq,IRQ,58
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Ireland,IRL,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Isle of Man,IMY,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Israel,ISR,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Italy,ITA,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Jamaica,JAM,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Japan,JPN,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Jordan,JOR,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Kazakhstan,KAZ,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Kenya,KEN,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Kiribati,KIR,87
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Korea, Dem. People’s Rep.",PRK,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Korea, Rep.",KOR,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Kosovo,KSV,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Kuwait,KWT,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Kyrgyz Republic,KGZ,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Lao PDR,LAO,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Late-demographic dividend,LTE,97.8796275958274
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Latin America & Caribbean,LCN,89.8879361704318
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Latin America & Caribbean (excluding high income),LAC,89.7092465021915
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Latin America & the Caribbean (IDA & IBRD countries),TLA,89.7819141863557
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Latvia,LVA,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Least developed countries: UN classification,LDC,80.9384705252568
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Lebanon,LBN,81
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Lesotho,LSO,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Liberia,LBR,52
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Libya,LBY,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Liechtenstein,LIE,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Lithuania,LTU,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Low & middle income,LMY,84.8028568987944
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Low income,LIC,79.8525722216012
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Lower middle income,LMC,81.2865186776091
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Luxembourg,LUX,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Macao SAR, China",MAC,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Macedonia, FYR",MKD,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Madagascar,MDG,69
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Malawi,MWI,88
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Malaysia,MYS,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Maldives,MDV,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Mali,MLI,68
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Malta,MLT,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Marshall Islands,MHL,85
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Mauritania,MRT,73
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Mauritius,MUS,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Mexico,MEX,87
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Micronesia, Fed. Sts.",FSM,72
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Middle East & North Africa,MEA,86.4078152697495
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Middle East & North Africa (excluding high income),MNA,85.0329277894301
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Middle East & North Africa (IDA & IBRD countries),TMN,85.0329277894301
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Middle income,MIC,85.8261242574043
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Moldova,MDA,87
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Monaco,MCO,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Mongolia,MNG,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Montenegro,MNE,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Morocco,MAR,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Mozambique,MOZ,80
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Myanmar,MMR,75
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Namibia,NAM,92
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Nauru,NRU,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Nepal,NPL,91
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Netherlands,NLD,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,New Caledonia,NCL,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,New Zealand,NZL,92
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Nicaragua,NIC,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Niger,NER,65
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Nigeria,NGA,56
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,North America,NAC,94.6406736278759
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Northern Mariana Islands,MNP,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Norway,NOR,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,OECD members,OED,94.3756429672918
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Oman,OMN,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Other small states,OSS,87.1555933474904
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Pacific island small states,PSS,88.5810396978977
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Pakistan,PAK,72
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Palau,PLW,90
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Panama,PAN,73
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Papua New Guinea,PNG,62
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Paraguay,PRY,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Peru,PER,90
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Philippines,PHL,60
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Poland,POL,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Portugal,PRT,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Post-demographic dividend,PST,92.594543919535
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Pre-demographic dividend,PRE,73.411795023809
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Puerto Rico,PRI,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Qatar,QAT,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Romania,ROM,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Russian Federation,RUS,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Rwanda,RWA,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Samoa,WSM,66
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,San Marino,SMR,76
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sao Tome and Principe,STP,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Saudi Arabia,SAU,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Senegal,SEN,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Serbia,SRB,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Seychelles,SYC,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sierra Leone,SLE,86
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Singapore,SGP,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sint Maarten (Dutch part),SXM,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Slovak Republic,SVK,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Slovenia,SVN,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Small states,SST,88.0479821081216
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Solomon Islands,SLB,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Somalia,SOM,42
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,South Africa,ZAF,69
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,South Asia,SAS,85.3649036024601
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,South Asia (IDA & IBRD),TSA,85.3649036024601
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,South Sudan,SSD,31
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Spain,ESP,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sri Lanka,LKA,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,St. Kitts and Nevis,KNA,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,St. Lucia,LCA,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,St. Martin (French part),MAF,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,St. Vincent and the Grenadines,VCT,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sub-Saharan Africa,SSF,75.7692823441294
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sub-Saharan Africa (excluding high income),SSA,75.768215992356
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sub-Saharan Africa (IDA & IBRD countries),TSS,75.7692823441294
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sudan,SDN,93
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Suriname,SUR,89
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Swaziland,SWZ,90
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Sweden,SWE,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Switzerland,CHE,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Syrian Arab Republic,SYR,41
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Tajikistan,TJK,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Tanzania,TZA,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Thailand,THA,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Timor-Leste,TMP,76
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Togo,TGO,88
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Tonga,TON,82
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Trinidad and Tobago,TTO,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Tunisia,TUN,98
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Turkey,TUR,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Turkmenistan,TKM,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Turks and Caicos Islands,TCA,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Tuvalu,TUV,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Uganda,UGA,78
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Ukraine,UKR,23
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,United Arab Emirates,ARE,94
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,United Kingdom,GBR,96
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,United States,USA,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Upper middle income,UMC,93.4384664829382
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Uruguay,URY,95
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Uzbekistan,UZB,99
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Vanuatu,VUT,64
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Venezuela, RB",VEN,87
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Vietnam,VNM,97
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Virgin Islands (U.S.),VIR,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,West Bank and Gaza,WBG,..
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,World,WLD,85.8316794581363
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,"Yemen, Rep.",YEM,69
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Zambia,ZMB,90
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Zimbabwe,ZWE,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Afghanistan,AFG,77
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Albania,ALB,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Algeria,DZA,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,American Samoa,ASM,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Andorra,ADO,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Angola,AGO,70
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Antigua and Barbuda,ATG,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Arab World,ARB,83.996689787322
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Argentina,ARG,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Armenia,ARM,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Aruba,ABW,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Australia,AUS,93
